	G3-PF1	G3-PF10	G3-PF11	G3-PF12	G3-PF13	G3-PF14	G3-PF2	G3-PF3	G3-PF4	G3-PF5	G3-PF6	G3-PF7	G3-PF8	G3-PF9	G3-WF1	G3-WF10	G3-WF2	G3-WF3	G3-WF4	G3-WF5	G3-WF6	G3-WF7	G3-WF8	G3-WF9
G3-PF6	0.17071689416230132	0.11954307825390595	0.09848665221171124	0.12087518857465257	0.06928674760759958	0.10388179644372748	0.1380437183033345	0.08114448571293727	0.10705941131264811	0.09104618388942574	0.0	0.25241858984374765	0.18755953663528147	0.0693101629778669	0.10855596325657622	0.09799456838906584	0.08535234085046942	0.07959777665594849	0.09429931884036132	0.09796007616533714	0.11912205736529026	0.12645846301754887	0.10337115554647502	0.10274073037925505
G3-PF7	0.31576966816911883	0.30791062853104445	0.28792845515743826	0.29387057207006834	0.27165235601484516	0.3012580977993462	0.2152480704976361	0.2639456712621863	0.297811165360542	0.29607598011653147	0.25241858984374765	0.0	0.20403182780059725	0.24544943454893128	0.303136920562676	0.2881853753633149	0.2769940119735088	0.2908678004371366	0.3021330615714117	0.2896561965600478	0.28517940002105585	0.31934971597875805	0.30343147858939606	0.3129927302761153
G3-PF8	0.23290595319561153	0.2203733233421932	0.2249941482707792	0.21451629902553293	0.20407674278036828	0.22018229273956216	0.18478632646293772	0.18788088543486245	0.22754138450097844	0.21366265167605827	0.18755953663528147	0.20403182780059725	0.0	0.17242732139331826	0.22815209858775604	0.20911068100335278	0.1991261451384089	0.19564618280522672	0.21162265374470385	0.209277208956467	0.20187096548367445	0.23902635700371297	0.22033895365786585	0.2184790950513758
G3-PF9	0.16331787580158866	0.1020346103375497	0.09396860376207629	0.10351201499783082	0.08658452408247942	0.09627631240102258	0.13334653747711595	0.07164743650372342	0.0995679645387143	0.0746187231554044	0.0693101629778669	0.24544943454893128	0.17242732139331826	0.0	0.1008906528028092	0.08483599176100155	0.0781667025355623	0.08281378016988711	0.08703439773688403	0.07729758041907409	0.09659324754781315	0.11277348924678239	0.08201546964863825	0.0941532537711855
G3-WF1	0.09410634322328432	0.13013911175239584	0.09410777452540732	0.14012806010041612	0.08232675507675007	0.07908954874290984	0.20767835826060013	0.0974196575035524	0.08813728957333379	0.08895714226664858	0.10855596325657622	0.303136920562676	0.22815209858775604	0.1008906528028092	0.0	0.09388267334773076	0.09867581593735648	0.07073803432074388	0.07970143620488669	0.1103754173985028	0.14022329197674738	0.1089012629729343	0.08587918164558168	0.08659469097103091
G3-WF10	0.17619671362551403	0.07211337925653029	0.04114534267781326	0.08707977041884814	0.06904465378470258	0.029632655562400072	0.18903576735729075	0.055214967085523814	0.04784533534595067	0.03989992879360148	0.09799456838906584	0.2881853753633149	0.20911068100335278	0.08483599176100155	0.09388267334773076	0.0	0.033050956387772334	0.08359129473008017	0.03769537049914299	0.056008826966278694	0.0834871712403291	0.08048902605983922	0.024180805992193553	0.0874256091408559
G3-WF2	0.18311941228357356	0.09171143923098701	0.04565291456881801	0.09605284884343274	0.05724765073516183	0.04675769790473774	0.1805054071013541	0.05738507491502426	0.05460202652263952	0.049602891564759846	0.08535234085046942	0.2769940119735088	0.1991261451384089	0.0781667025355623	0.09867581593735648	0.033050956387772334	0.0	0.08009831808549549	0.04539010490852142	0.06936046521561277	0.09013916720086036	0.07775571576440155	0.04619195159136363	0.09146711880244794
G3-WF3	0.1369827869003038	0.11409490684304008	0.09603004697333117	0.12163030429992269	0.07888422756885263	0.08409709585330516	0.18566261720516236	0.07902176000778093	0.09567165223022699	0.08512924427022689	0.07959777665594849	0.2908678004371366	0.19564618280522672	0.08281378016988711	0.07073803432074388	0.08359129473008017	0.08009831808549549	0.0	0.06874743401928216	0.09031376362249255	0.11351505160675823	0.1069297306122166	0.08996883310802097	0.0611948027089452
G3-WF4	0.15844166803387583	0.08031506944047508	0.048842438078645384	0.09998306207901561	0.05334146530882774	0.028073138263127195	0.1983475339845278	0.0725192952192347	0.03831479680602599	0.03118692182308291	0.09429931884036132	0.3021330615714117	0.21162265374470385	0.08703439773688403	0.07970143620488669	0.03769537049914299	0.04539010490852142	0.06874743401928216	0.0	0.06899776694570484	0.09756025505818053	0.07004580113959114	0.027020270939124895	0.05854255409074471
G3-WF5	0.1715059149213009	0.04586542516363227	0.07750236005531079	0.05521610911162501	0.09214181387615981	0.0728430471075986	0.16206771687154692	0.06749999620158931	0.08704052039350321	0.05390754678986163	0.09796007616533714	0.2896561965600478	0.209277208956467	0.07729758041907409	0.1103754173985028	0.056008826966278694	0.06936046521561277	0.09031376362249255	0.06899776694570484	0.0	0.0493163881196458	0.11011357729501942	0.06084657673827365	0.07499465012826308
G3-WF6	0.17666241517472794	0.04135541412204273	0.11014234186408779	0.03437820426090817	0.11526659629070146	0.10513102184979353	0.16050837767532847	0.09357117364968177	0.11710969948341572	0.08133581758286615	0.11912205736529026	0.28517940002105585	0.20187096548367445	0.09659324754781315	0.14022329197674738	0.0834871712403291	0.09013916720086036	0.11351505160675823	0.09756025505818053	0.0493163881196458	0.0	0.1336139890405544	0.09014009937588117	0.10368587131459255
G3-WF7	0.19672458971126702	0.1191629931406493	0.09138911699434132	0.13884273183727736	0.08809760206279198	0.08287728289052748	0.22629041412999248	0.10042019062925801	0.08757700753128976	0.07289265650101023	0.12645846301754887	0.31934971597875805	0.23902635700371297	0.11277348924678239	0.1089012629729343	0.08048902605983922	0.07775571576440155	0.1069297306122166	0.07004580113959114	0.11011357729501942	0.1336139890405544	0.0	0.07847118559751053	0.08286128033995896
G3-WF8	0.16314828790064842	0.06864392587067529	0.046054413861771594	0.09510177468386373	0.06881094227416393	0.023217953236212212	0.1967909405498213	0.07046105255188848	0.041025168905695845	0.031957665351901005	0.10337115554647502	0.30343147858939606	0.22033895365786585	0.08201546964863825	0.08587918164558168	0.024180805992193553	0.04619195159136363	0.08996883310802097	0.027020270939124895	0.06084657673827365	0.09014009937588117	0.07847118559751053	0.0	0.07418089974952892
G3-WF9	0.1510667307398514	0.08838638159107014	0.10123913861918411	0.112722852882775	0.08361471341743952	0.07521765204584313	0.1996316337039634	0.09580593450033098	0.09071904128026219	0.06951259455772076	0.10274073037925505	0.3129927302761153	0.2184790950513758	0.0941532537711855	0.08659469097103091	0.0874256091408559	0.09146711880244794	0.0611948027089452	0.05854255409074471	0.07499465012826308	0.10368587131459255	0.08286128033995896	0.07418089974952892	0.0
