	G2-31	G2-32	G2-33	G2-34	G2-35	G2-36	G2-71	G2-72	G2-73	G2-74	G2-75	G2-76	G3-PF1	G3-PF10	G3-PF11	G3-PF12	G3-PF13	G3-PF14	G3-PF2	G3-PF3	G3-PF4	G3-PF5	G3-PF6	G3-PF7	G3-PF8	G3-PF9	G3-WF1	G3-WF10	G3-WF2	G3-WF3	G3-WF4	G3-WF5	G3-WF6	G3-WF7	G3-WF8	G3-WF9
G3-WF1	0.9172932330827067	0.9172932330827067	0.9172932330827067	0.9172932330827067	0.9172932330827067	0.9172932330827067	0.9273182957393483	0.9223057644110275	0.9223057644110275	0.9273182957393483	0.9423558897243107	0.9398496240601504	0.2957393483709273	0.48120300751879697	0.23308270676691728	0.531328320802005	0.2581453634085213	0.21804511278195488	0.7919799498746867	0.3659147869674185	0.21804511278195488	0.20300751879699247	0.3358395989974937	0.8721804511278195	0.924812030075188	0.3258145363408521	0.0	0.2631578947368421	0.2706766917293233	0.2506265664160401	0.18295739348370926	0.45864661654135336	0.581453634085213	0.2706766917293233	0.19298245614035087	0.2857142857142857
G3-WF10	0.949874686716792	0.9598997493734336	0.9548872180451128	0.9624060150375939	0.9523809523809523	0.9624060150375939	0.9523809523809523	0.9548872180451128	0.9523809523809523	0.9598997493734336	0.9523809523809523	0.9624060150375939	0.48872180451127817	0.43609022556390975	0.16791979949874686	0.47869674185463656	0.2781954887218045	0.13032581453634084	0.7769423558897243	0.24561403508771928	0.18796992481203006	0.23558897243107768	0.3408521303258145	0.8245614035087719	0.8345864661654135	0.3433583959899749	0.2631578947368421	0.0	0.09774436090225563	0.2731829573934837	0.14285714285714285	0.3458646616541353	0.49874686716791977	0.24561403508771928	0.12280701754385964	0.3007518796992481
G3-WF2	0.9573934837092731	0.9674185463659147	0.9624060150375939	0.9699248120300752	0.9624060150375939	0.9699248120300752	0.9473684210526315	0.949874686716792	0.9473684210526315	0.9548872180451128	0.9473684210526315	0.9573934837092731	0.48621553884711777	0.47368421052631576	0.17042606516290726	0.48872180451127817	0.2832080200501253	0.15288220551378445	0.7894736842105263	0.2807017543859649	0.18546365914786966	0.23809523809523808	0.3558897243107769	0.8471177944862155	0.849624060150376	0.3483709273182957	0.2706766917293233	0.09774436090225563	0.0	0.2631578947368421	0.14035087719298245	0.38095238095238093	0.5162907268170426	0.23308270676691728	0.15789473684210525	0.3208020050125313
G3-WF3	0.9473684210526315	0.9573934837092731	0.9523809523809523	0.9598997493734336	0.9523809523809523	0.9598997493734336	0.9473684210526315	0.949874686716792	0.9473684210526315	0.9548872180451128	0.9473684210526315	0.9573934837092731	0.3634085213032581	0.44862155388471175	0.2631578947368421	0.46867167919799496	0.2781954887218045	0.2606516290726817	0.7593984962406015	0.2556390977443609	0.3032581453634085	0.2957393483709273	0.3182957393483709	0.8395989974937343	0.8421052631578947	0.3157894736842105	0.2506265664160401	0.2731829573934837	0.2631578947368421	0.0	0.23308270676691728	0.3634085213032581	0.49624060150375937	0.2957393483709273	0.23308270676691728	0.21553884711779447
G3-WF4	0.9097744360902256	0.9223057644110275	0.9147869674185464	0.9298245614035088	0.9122807017543859	0.9197994987468672	0.9072681704260651	0.9072681704260651	0.9047619047619048	0.9122807017543859	0.9097744360902256	0.9147869674185464	0.40350877192982454	0.42857142857142855	0.15288220551378445	0.47869674185463656	0.2581453634085213	0.12280701754385964	0.7744360902255639	0.3308270676691729	0.15037593984962405	0.15789473684210525	0.3182957393483709	0.8671679197994987	0.8646616541353384	0.3283208020050125	0.18295739348370926	0.14285714285714285	0.14035087719298245	0.23308270676691728	0.0	0.3659147869674185	0.5037593984962406	0.20551378446115287	0.08020050125313283	0.23057644110275688
G3-WF5	0.8972431077694235	0.8972431077694235	0.9172932330827067	0.9022556390977443	0.8721804511278195	0.9172932330827067	0.7017543859649122	0.7042606516290727	0.7017543859649122	0.7092731829573935	0.7017543859649122	0.7117794486215538	0.46115288220551376	0.20050125313283207	0.42857142857142855	0.3132832080200501	0.43358395989974935	0.43859649122807015	0.6541353383458647	0.37092731829573933	0.47869674185463656	0.3583959899749373	0.3684210526315789	0.8345864661654135	0.8220551378446115	0.38095238095238093	0.45864661654135336	0.3458646616541353	0.38095238095238093	0.3634085213032581	0.3659147869674185	0.0	0.2531328320802005	0.41102756892230574	0.3208020050125313	0.3283208020050125
G3-WF6	0.8972431077694235	0.8972431077694235	0.9172932330827067	0.9022556390977443	0.8721804511278195	0.9172932330827067	0.5639097744360902	0.5664160401002506	0.5639097744360902	0.5714285714285714	0.5639097744360902	0.5739348370927319	0.5488721804511278	0.2907268170426065	0.5538847117794486	0.3082706766917293	0.5614035087719298	0.5714285714285714	0.6115288220551378	0.49624060150375937	0.6140350877192983	0.49122807017543857	0.48370927318295737	0.7894736842105263	0.7894736842105263	0.47619047619047616	0.581453634085213	0.49874686716791977	0.5162907268170426	0.49624060150375937	0.5037593984962406	0.2531328320802005	0.0	0.5463659147869674	0.49122807017543857	0.5137844611528822
G3-WF7	0.9473684210526315	0.9473684210526315	0.9473684210526315	0.9473684210526315	0.9448621553884712	0.9473684210526315	0.7418546365914787	0.7368421052631579	0.7368421052631579	0.7443609022556391	0.9197994987468672	0.8897243107769424	0.47117794486215536	0.47368421052631576	0.2807017543859649	0.5263157894736842	0.3157894736842105	0.2781954887218045	0.8220551378446115	0.3433583959899749	0.2957393483709273	0.23057644110275688	0.37844611528822053	0.8847117794486216	0.8872180451127819	0.37593984962406013	0.2706766917293233	0.24561403508771928	0.23308270676691728	0.2957393483709273	0.20551378446115287	0.41102756892230574	0.5463659147869674	0.0	0.21303258145363407	0.2731829573934837
G3-WF8	0.9022556390977443	0.899749373433584	0.9172932330827067	0.9022556390977443	0.8947368421052632	0.9122807017543859	0.9072681704260651	0.9097744360902256	0.9072681704260651	0.9147869674185464	0.9072681704260651	0.9172932330827067	0.41353383458646614	0.37343358395989973	0.15288220551378445	0.45363408521303256	0.2506265664160401	0.14035087719298245	0.7619047619047619	0.2882205513784461	0.18295739348370926	0.15538847117794485	0.3208020050125313	0.8571428571428571	0.87468671679198	0.2957393483709273	0.19298245614035087	0.12280701754385964	0.15789473684210525	0.23308270676691728	0.08020050125313283	0.3208020050125313	0.49122807017543857	0.21303258145363407	0.0	0.20551378446115287
G3-WF9	0.9223057644110275	0.924812030075188	0.9273182957393483	0.9273182957393483	0.9197994987468672	0.9273182957393483	0.8872180451127819	0.8872180451127819	0.8847117794486216	0.8922305764411027	0.9047619047619048	0.8947368421052632	0.37593984962406013	0.3684210526315789	0.3308270676691729	0.48370927318295737	0.3358395989974937	0.2882205513784461	0.7919799498746867	0.3233082706766917	0.3358395989974937	0.3007518796992481	0.3333333333333333	0.8671679197994987	0.8822055137844611	0.3308270676691729	0.2857142857142857	0.3007518796992481	0.3208020050125313	0.21553884711779447	0.23057644110275688	0.3283208020050125	0.5137844611528822	0.2731829573934837	0.20551378446115287	0.0
